year,region,country,sector,instrument_type,amount_usd_mn
2020,East Asia & Pacific,Thailand,Cross-cutting,Grant,1.08
2021,East Asia & Pacific,Thailand,Cross-cutting,Grant,0.96
2022,East Asia & Pacific,Thailand,Cross-cutting,Grant,1.19
2022,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.68
2013,Middle East & North Africa,Morocco,Cross-cutting,Grant,422.83
2014,Middle East & North Africa,Morocco,Cross-cutting,Grant,413.85
2015,Middle East & North Africa,Morocco,Cross-cutting,Grant,438.16
2016,Middle East & North Africa,Morocco,Cross-cutting,Grant,547.41
2017,Middle East & North Africa,Morocco,Cross-cutting,Grant,536.08
2020,Europe & Central Asia,Ukraine,Cross-cutting,Concessional Loan,1421.5
2021,Europe & Central Asia,Ukraine,Cross-cutting,Concessional Loan,974.14
2022,Europe & Central Asia,Ukraine,Cross-cutting,Concessional Loan,9402.87
2013,East Asia & Pacific,China,Energy Efficiency,Grant,1.22
2014,East Asia & Pacific,China,Energy Efficiency,Grant,0.64
2015,East Asia & Pacific,China,Energy Efficiency,Grant,0.39
2016,East Asia & Pacific,China,Energy Efficiency,Grant,0.2
2017,East Asia & Pacific,China,Energy Efficiency,Grant,0.22
2018,East Asia & Pacific,China,Energy Efficiency,Grant,2.19
2020,East Asia & Pacific,China,Energy Efficiency,Grant,0.2
2013,East Asia & Pacific,Vietnam,Cross-cutting,Grant,7.64
2014,East Asia & Pacific,Vietnam,Cross-cutting,Grant,9.04
2015,East Asia & Pacific,Vietnam,Cross-cutting,Grant,15.2
2016,East Asia & Pacific,Vietnam,Cross-cutting,Grant,17.78
2017,East Asia & Pacific,Vietnam,Cross-cutting,Grant,31.94
2018,East Asia & Pacific,Vietnam,Cross-cutting,Grant,61.37
2019,East Asia & Pacific,Vietnam,Cross-cutting,Grant,12.5
2013,Europe & Central Asia,Ukraine,Cross-cutting,Concessional Loan,152.35
2014,Europe & Central Asia,Ukraine,Cross-cutting,Concessional Loan,13.72
2015,Europe & Central Asia,Ukraine,Cross-cutting,Concessional Loan,94.99
2016,Europe & Central Asia,Ukraine,Cross-cutting,Concessional Loan,89.94
2017,Europe & Central Asia,Ukraine,Cross-cutting,Concessional Loan,99.29
2018,Europe & Central Asia,Ukraine,Cross-cutting,Concessional Loan,76.04
2019,Europe & Central Asia,Ukraine,Cross-cutting,Concessional Loan,162.84
2018,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.32
2019,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.36
2020,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.04
2021,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.04
2022,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.04
2013,East Asia & Pacific,Vietnam,Cross-cutting,Grant,12.81
2014,East Asia & Pacific,Vietnam,Cross-cutting,Grant,2.11
2015,East Asia & Pacific,Vietnam,Cross-cutting,Grant,0.92
2016,East Asia & Pacific,Vietnam,Cross-cutting,Grant,1.39
2017,East Asia & Pacific,Vietnam,Cross-cutting,Grant,1.45
2018,East Asia & Pacific,Vietnam,Cross-cutting,Grant,1.57
2019,East Asia & Pacific,Vietnam,Cross-cutting,Grant,1.69
2020,East Asia & Pacific,Vietnam,Cross-cutting,Grant,1.72
2021,East Asia & Pacific,Vietnam,Cross-cutting,Grant,3.63
2022,East Asia & Pacific,Vietnam,Cross-cutting,Grant,3.15
2021,Latin America & Caribbean,Colombia,Cross-cutting,Grant,4.72
2022,Latin America & Caribbean,Colombia,Cross-cutting,Grant,13.84
2017,South Asia,India,Cross-cutting,Grant,13.11
2018,South Asia,India,Cross-cutting,Grant,11.48
2019,South Asia,India,Cross-cutting,Grant,12.68
2020,South Asia,India,Cross-cutting,Grant,11.74
2021,South Asia,India,Cross-cutting,Grant,12.27
2022,South Asia,India,Cross-cutting,Grant,8.94
2021,East Asia & Pacific,Philippines,Cross-cutting,Grant,1.41
2022,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.81
2020,East Asia & Pacific,Vietnam,Cross-cutting,Grant,1.72
2021,East Asia & Pacific,Vietnam,Cross-cutting,Grant,3.63
2022,East Asia & Pacific,Vietnam,Cross-cutting,Grant,3.15
2014,Latin America & Caribbean,Mexico,Energy Efficiency,Grant,0.01
2014,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.02
2015,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.27
2016,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.17
2017,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.28
2018,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.06
2019,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.36
2020,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.62
2021,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.16
2022,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.4
2013,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.27
2014,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.18
2015,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.12
2016,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.09
2013,East Asia & Pacific,Vietnam,Cross-cutting,Grant,11.14
2016,East Asia & Pacific,Vietnam,Cross-cutting,Grant,1.39
2017,East Asia & Pacific,Vietnam,Cross-cutting,Grant,1.45
2018,East Asia & Pacific,Vietnam,Cross-cutting,Grant,1.57
2019,East Asia & Pacific,Vietnam,Cross-cutting,Grant,1.69
2021,South Asia,Pakistan,Energy Efficiency,Grant,2.2
2022,South Asia,Pakistan,Energy Efficiency,Grant,2.15
2022,South Asia,Bangladesh,Cross-cutting,Grant,0.55
2018,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.3
2019,Latin America & Caribbean,Argentina,Cross-cutting,Grant,4.14
2021,Latin America & Caribbean,Argentina,Cross-cutting,Grant,1.05
2022,Latin America & Caribbean,Argentina,Cross-cutting,Grant,82.2
2019,Sub-Saharan Africa,Nigeria,Renewable Energy,Equity,4.61
2020,Sub-Saharan Africa,Nigeria,Renewable Energy,Equity,3.9
2021,Sub-Saharan Africa,Nigeria,Renewable Energy,Equity,2.73
2013,South Asia,Pakistan,Energy Efficiency,Grant,1.45
2014,South Asia,Pakistan,Energy Efficiency,Grant,1.66
2015,South Asia,Pakistan,Energy Efficiency,Grant,1.18
2016,South Asia,Pakistan,Energy Efficiency,Grant,0.75
2017,South Asia,Pakistan,Energy Efficiency,Grant,0.61
2018,South Asia,Pakistan,Energy Efficiency,Grant,0.63
2019,South Asia,Pakistan,Energy Efficiency,Grant,1.89
2020,South Asia,Pakistan,Energy Efficiency,Grant,1.68
2013,South Asia,Bangladesh,Cross-cutting,Grant,0.01
2014,South Asia,Bangladesh,Cross-cutting,Grant,0.02
2015,South Asia,Bangladesh,Cross-cutting,Grant,0.01
2017,South Asia,Bangladesh,Cross-cutting,Grant,0.12
2018,South Asia,Bangladesh,Cross-cutting,Grant,0.08
2020,South Asia,Bangladesh,Cross-cutting,Grant,0.68
2021,South Asia,Bangladesh,Cross-cutting,Grant,17.5
2014,Latin America & Caribbean,Colombia,Energy Efficiency,Grant,128.03
2015,Latin America & Caribbean,Colombia,Energy Efficiency,Grant,115.22
2016,Latin America & Caribbean,Colombia,Energy Efficiency,Grant,153.73
2017,Latin America & Caribbean,Colombia,Energy Efficiency,Grant,154.99
2018,Latin America & Caribbean,Colombia,Energy Efficiency,Grant,157.66
2019,Latin America & Caribbean,Colombia,Energy Efficiency,Grant,171.81
2020,Latin America & Caribbean,Colombia,Energy Efficiency,Grant,158.84
2021,Latin America & Caribbean,Colombia,Energy Efficiency,Grant,166.07
2022,Latin America & Caribbean,Colombia,Energy Efficiency,Grant,159.01
2013,Europe & Central Asia,Kazakhstan,Climate Adaptation,Grant,1.95
2014,Europe & Central Asia,Kazakhstan,Climate Adaptation,Grant,0.98
2015,Europe & Central Asia,Kazakhstan,Climate Adaptation,Grant,0.43
2016,Europe & Central Asia,Kazakhstan,Climate Adaptation,Grant,1.88
2017,Europe & Central Asia,Kazakhstan,Climate Adaptation,Grant,2.61
2018,Europe & Central Asia,Kazakhstan,Climate Adaptation,Grant,0.29
2019,Europe & Central Asia,Kazakhstan,Climate Adaptation,Grant,0.22
2020,Europe & Central Asia,Kazakhstan,Climate Adaptation,Grant,1.7
2021,Europe & Central Asia,Kazakhstan,Climate Adaptation,Grant,0.41
2022,Europe & Central Asia,Kazakhstan,Climate Adaptation,Grant,0.41
2020,Latin America & Caribbean,Brazil,Cross-cutting,Grant,4.53
2021,Latin America & Caribbean,Brazil,Cross-cutting,Grant,4.0
2022,Latin America & Caribbean,Brazil,Cross-cutting,Grant,4.58
2013,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.01
2014,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.04
2017,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.06
2018,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.02
2019,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.12
2020,Europe & Central Asia,Ukraine,Cross-cutting,Grant,3.0
2021,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.03
2022,Europe & Central Asia,Ukraine,Cross-cutting,Grant,6.59
2018,Latin America & Caribbean,Brazil,Cross-cutting,Grant,2.36
2019,Latin America & Caribbean,Brazil,Cross-cutting,Grant,1.12
2021,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.24
2013,Latin America & Caribbean,Colombia,Energy Efficiency,Grant,112.6
2017,Latin America & Caribbean,Brazil,Cross-cutting,Grant,3.54
2018,Latin America & Caribbean,Brazil,Cross-cutting,Grant,5.13
2019,Latin America & Caribbean,Brazil,Cross-cutting,Grant,1.9
2017,South Asia,India,Energy Efficiency,Grant,32.71
2018,South Asia,India,Energy Efficiency,Grant,30.56
2019,South Asia,India,Energy Efficiency,Grant,44.46
2020,South Asia,India,Energy Efficiency,Grant,26.47
2021,South Asia,India,Energy Efficiency,Grant,55.73
2022,South Asia,India,Energy Efficiency,Grant,40.29
2020,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,0.3
2021,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,0.04
2022,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,0.01
2017,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.02
2013,Middle East & North Africa,Morocco,Cross-cutting,Grant,1.09
2015,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.31
2017,Middle East & North Africa,Morocco,Cross-cutting,Grant,2.96
2018,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.82
2019,Middle East & North Africa,Morocco,Cross-cutting,Grant,1.79
2020,Middle East & North Africa,Morocco,Cross-cutting,Grant,2.53
2021,Middle East & North Africa,Morocco,Cross-cutting,Grant,2.16
2022,Middle East & North Africa,Morocco,Cross-cutting,Grant,6.88
2019,East Asia & Pacific,China,Cross-cutting,Grant,0.3
2021,East Asia & Pacific,China,Cross-cutting,Grant,0.53
2017,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.01
2018,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.01
2019,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.08
2020,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.08
2021,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.34
2022,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.56
2016,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,0.15
2018,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,0.01
2019,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,0.7
2020,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,1.14
2022,Sub-Saharan Africa,Nigeria,Climate Adaptation,Grant,0.52
2017,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,2122.39
2018,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,838.88
2019,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,966.97
2020,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,1725.31
2021,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,1277.26
2022,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,1706.64
2013,East Asia & Pacific,Philippines,Cross-cutting,Grant,22.49
2014,East Asia & Pacific,Philippines,Cross-cutting,Grant,25.71
2015,East Asia & Pacific,Philippines,Cross-cutting,Grant,19.69
2016,East Asia & Pacific,Philippines,Cross-cutting,Grant,17.79
2017,East Asia & Pacific,Philippines,Cross-cutting,Grant,16.24
2018,East Asia & Pacific,Philippines,Cross-cutting,Grant,17.29
2019,East Asia & Pacific,Philippines,Cross-cutting,Grant,22.42
2020,East Asia & Pacific,Philippines,Cross-cutting,Grant,17.91
2021,East Asia & Pacific,Philippines,Cross-cutting,Grant,20.33
2022,East Asia & Pacific,Philippines,Cross-cutting,Grant,15.54
2016,South Asia,India,Energy Efficiency,Grant,25.98
2013,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,1622.19
2014,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,1747.71
2015,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,1403.59
2016,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,1648.46
2021,Sub-Saharan Africa,Nigeria,Renewable Energy,Equity,10.63
2013,South Asia,Nepal,Energy Efficiency,Grant,2.08
2014,South Asia,Nepal,Energy Efficiency,Grant,1.53
2015,South Asia,Nepal,Energy Efficiency,Grant,1.23
2016,South Asia,Nepal,Energy Efficiency,Grant,1.56
2017,South Asia,Nepal,Energy Efficiency,Grant,0.9
2018,South Asia,Nepal,Energy Efficiency,Grant,1.07
2019,South Asia,Nepal,Energy Efficiency,Grant,0.91
2020,South Asia,Nepal,Energy Efficiency,Grant,1.04
2021,South Asia,Nepal,Energy Efficiency,Grant,0.94
2022,South Asia,Nepal,Energy Efficiency,Grant,0.89
2017,Sub-Saharan Africa,South Africa,Energy Efficiency,Grant,0.65
2022,Sub-Saharan Africa,South Africa,Energy Efficiency,Grant,0.27
2015,South Asia,Bangladesh,Energy Efficiency,Grant,0.01
2017,South Asia,Bangladesh,Energy Efficiency,Grant,0.01
2022,South Asia,Bangladesh,Energy Efficiency,Grant,0.02
2013,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.8
2014,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.11
2015,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.23
2016,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.45
2017,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.34
2018,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.42
2019,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.42
2020,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,5.46
2021,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,7.63
2022,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,18.89
2020,Latin America & Caribbean,Colombia,Cross-cutting,Grant,7.2
2021,Latin America & Caribbean,Colombia,Cross-cutting,Grant,16.64
2022,Latin America & Caribbean,Colombia,Cross-cutting,Grant,8.16
2022,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,16.67
2013,South Asia,India,Cross-cutting,Grant,0.28
2014,South Asia,India,Cross-cutting,Grant,4.03
2015,South Asia,India,Cross-cutting,Grant,7.53
2016,South Asia,India,Cross-cutting,Grant,9.69
2017,South Asia,India,Cross-cutting,Grant,10.45
2018,South Asia,India,Cross-cutting,Grant,3.39
2019,South Asia,India,Cross-cutting,Grant,6.22
2020,South Asia,India,Cross-cutting,Grant,9.73
2021,South Asia,India,Cross-cutting,Grant,8.17
2022,South Asia,India,Cross-cutting,Grant,0.55
2021,East Asia & Pacific,Thailand,Cross-cutting,Grant,0.03
2022,East Asia & Pacific,Thailand,Cross-cutting,Grant,0.1
2016,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.01
2022,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.07
2017,Europe & Central Asia,Turkey,Cross-cutting,Grant,7.73
2018,Europe & Central Asia,Turkey,Cross-cutting,Grant,7.57
2019,Europe & Central Asia,Turkey,Cross-cutting,Grant,7.52
2020,Europe & Central Asia,Turkey,Cross-cutting,Grant,5.0
2021,Europe & Central Asia,Turkey,Cross-cutting,Grant,4.68
2022,Europe & Central Asia,Turkey,Cross-cutting,Grant,4.05
2013,Europe & Central Asia,Turkey,Cross-cutting,Grant,0.32
2014,Europe & Central Asia,Turkey,Cross-cutting,Grant,0.21
2015,Europe & Central Asia,Turkey,Cross-cutting,Grant,5.73
2016,Europe & Central Asia,Turkey,Cross-cutting,Grant,67.54
2017,Europe & Central Asia,Turkey,Cross-cutting,Grant,8.22
2018,Europe & Central Asia,Turkey,Cross-cutting,Grant,8.58
2019,Europe & Central Asia,Turkey,Cross-cutting,Grant,7.88
2020,Europe & Central Asia,Turkey,Cross-cutting,Grant,9.05
2021,Europe & Central Asia,Turkey,Cross-cutting,Grant,13.1
2022,Europe & Central Asia,Turkey,Cross-cutting,Grant,11.65
2021,Middle East & North Africa,Tunisia,Climate Adaptation,Grant,2.52
2022,Middle East & North Africa,Tunisia,Climate Adaptation,Grant,4.8
2013,Sub-Saharan Africa,Ghana,Cross-cutting,Concessional Loan,78.62
2014,Sub-Saharan Africa,Ghana,Cross-cutting,Concessional Loan,68.89
2015,Sub-Saharan Africa,Ghana,Cross-cutting,Concessional Loan,78.41
2016,Sub-Saharan Africa,Ghana,Cross-cutting,Concessional Loan,86.86
2017,Sub-Saharan Africa,Ghana,Cross-cutting,Concessional Loan,61.31
2018,Sub-Saharan Africa,Ghana,Cross-cutting,Concessional Loan,63.35
2019,Sub-Saharan Africa,Ghana,Cross-cutting,Concessional Loan,28.45
2020,Sub-Saharan Africa,Ghana,Cross-cutting,Concessional Loan,72.42
2021,Sub-Saharan Africa,Ghana,Cross-cutting,Concessional Loan,128.41
2022,Sub-Saharan Africa,Ghana,Cross-cutting,Concessional Loan,34.13
2015,Sub-Saharan Africa,Nigeria,Renewable Energy,Equity,0.66
2017,Sub-Saharan Africa,Nigeria,Renewable Energy,Equity,7.42
2018,Sub-Saharan Africa,Nigeria,Renewable Energy,Equity,37.5
2019,Sub-Saharan Africa,Nigeria,Renewable Energy,Equity,30.94
2020,Sub-Saharan Africa,Nigeria,Renewable Energy,Equity,3.9
2020,East Asia & Pacific,China,Cross-cutting,Grant,2.2
2021,East Asia & Pacific,China,Cross-cutting,Grant,2.1
2022,East Asia & Pacific,China,Cross-cutting,Grant,1.84
2013,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,4.08
2014,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,4.82
2015,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,5.24
2016,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,4.18
2017,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,4.29
2018,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,4.18
2019,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,3.35
2020,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,3.76
2021,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,3.53
2022,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,3.97
2013,Europe & Central Asia,Turkey,Cross-cutting,Grant,3.28
2014,Europe & Central Asia,Turkey,Cross-cutting,Grant,3.22
2015,Europe & Central Asia,Turkey,Cross-cutting,Grant,5.5
2016,Europe & Central Asia,Turkey,Cross-cutting,Grant,9.09
2013,East Asia & Pacific,China,Cross-cutting,Grant,1.62
2014,East Asia & Pacific,China,Cross-cutting,Grant,1.26
2015,East Asia & Pacific,China,Cross-cutting,Grant,2.01
2016,East Asia & Pacific,China,Cross-cutting,Grant,1.56
2017,East Asia & Pacific,China,Cross-cutting,Grant,2.2
2018,East Asia & Pacific,China,Cross-cutting,Grant,1.66
2019,East Asia & Pacific,China,Cross-cutting,Grant,4.17
2017,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.03
2018,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.04
2019,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.04
2020,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.03
2021,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.03
2022,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.03
2021,East Asia & Pacific,Indonesia,Cross-cutting,Grant,4.73
2022,East Asia & Pacific,Indonesia,Cross-cutting,Grant,2.41
2022,Europe & Central Asia,Turkey,Cross-cutting,Grant,0.36
2013,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,382.66
2014,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,477.57
2015,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,422.48
2016,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,342.84
2017,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,463.04
2018,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,637.04
2019,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,1357.45
2020,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,1570.24
2021,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,1151.75
2022,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,938.8
2013,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,2.15
2014,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,1.4
2015,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.82
2016,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,8.52
2017,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,1.18
2018,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.55
2019,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.9
2020,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,17.72
2021,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.87
2022,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,1.05
2020,Sub-Saharan Africa,South Africa,Cross-cutting,Concessional Loan,97.17
2022,Sub-Saharan Africa,South Africa,Cross-cutting,Concessional Loan,9.65
2013,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,1706.25
2014,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,1865.49
2015,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,1415.33
2016,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,1185.12
2017,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,1029.17
2018,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,1128.22
2019,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,815.27
2020,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,988.79
2021,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,906.2
2022,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,823.33
2013,Middle East & North Africa,Tunisia,Cross-cutting,Grant,714.66
2014,Middle East & North Africa,Tunisia,Cross-cutting,Grant,922.7
2015,Middle East & North Africa,Tunisia,Cross-cutting,Grant,495.87
2016,Middle East & North Africa,Tunisia,Cross-cutting,Grant,646.82
2017,Middle East & North Africa,Tunisia,Cross-cutting,Grant,811.89
2018,Middle East & North Africa,Tunisia,Cross-cutting,Grant,806.8
2019,Middle East & North Africa,Tunisia,Cross-cutting,Grant,979.09
2020,Middle East & North Africa,Tunisia,Cross-cutting,Grant,975.14
2021,Middle East & North Africa,Tunisia,Cross-cutting,Grant,1093.56
2022,Middle East & North Africa,Tunisia,Cross-cutting,Grant,1212.3
2013,South Asia,Pakistan,Climate Adaptation,Grant,158.47
2014,South Asia,Pakistan,Climate Adaptation,Grant,110.26
2015,South Asia,Pakistan,Climate Adaptation,Grant,98.29
2016,South Asia,Pakistan,Climate Adaptation,Grant,60.29
2017,South Asia,Pakistan,Climate Adaptation,Grant,53.02
2018,South Asia,Pakistan,Climate Adaptation,Grant,36.0
2019,South Asia,Pakistan,Climate Adaptation,Grant,25.65
2020,South Asia,Pakistan,Climate Adaptation,Grant,31.83
2021,South Asia,Pakistan,Climate Adaptation,Grant,10.64
2022,South Asia,Pakistan,Climate Adaptation,Grant,26.01
2013,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.07
2014,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.01
2015,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.01
2016,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.01
2013,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,0.01
2014,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,0.45
2015,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,0.35
2016,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,3.36
2017,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,0.7
2018,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,0.7
2019,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,5.67
2020,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,5.08
2021,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,4.18
2022,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,4.07
2022,South Asia,Pakistan,Climate Adaptation,Grant,0.1
2014,Sub-Saharan Africa,South Africa,Cross-cutting,Concessional Loan,172.36
2015,Sub-Saharan Africa,South Africa,Cross-cutting,Concessional Loan,183.07
2016,Sub-Saharan Africa,South Africa,Cross-cutting,Concessional Loan,6.93
2017,Sub-Saharan Africa,South Africa,Cross-cutting,Concessional Loan,56.49
2018,Sub-Saharan Africa,South Africa,Cross-cutting,Concessional Loan,90.74
2019,Sub-Saharan Africa,South Africa,Cross-cutting,Concessional Loan,112.92
2013,South Asia,Sri Lanka,Cross-cutting,Grant,0.11
2014,South Asia,Sri Lanka,Cross-cutting,Grant,0.08
2015,South Asia,Sri Lanka,Cross-cutting,Grant,0.1
2016,South Asia,Sri Lanka,Cross-cutting,Grant,0.05
2018,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,0.2
2020,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,0.62
2021,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,0.17
2020,South Asia,India,Cross-cutting,Grant,443.67
2021,South Asia,India,Cross-cutting,Grant,490.75
2022,South Asia,India,Cross-cutting,Grant,457.45
2013,Middle East & North Africa,Tunisia,Cross-cutting,Grant,136.74
2014,Middle East & North Africa,Tunisia,Cross-cutting,Grant,258.3
2015,Middle East & North Africa,Tunisia,Cross-cutting,Grant,187.55
2016,Middle East & North Africa,Tunisia,Cross-cutting,Grant,151.66
2017,Middle East & North Africa,Tunisia,Cross-cutting,Grant,162.9
2018,Middle East & North Africa,Tunisia,Cross-cutting,Grant,176.26
2019,Middle East & North Africa,Tunisia,Cross-cutting,Grant,212.51
2020,Middle East & North Africa,Tunisia,Cross-cutting,Grant,354.0
2021,Middle East & North Africa,Tunisia,Cross-cutting,Grant,155.19
2022,Middle East & North Africa,Tunisia,Cross-cutting,Grant,358.71
2016,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.49
2017,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.65
2018,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.63
2019,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.62
